area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
関東,オンライン参拝,奈良薬師寺東関東別院水 雲山潮音寺(慈母観音),震災後も「母と子」を護る慈母観音のお寺,https://www.walkerplus.com/spot/ar0308s30315/    ,巡る,    茨城県潮来市日の出4-7[地図],    【車】東関東自動車道 朝来ICより5分,    8:00～17:00    12月31日8:00～翌1:00,    なし,, 0299-66-0623,
茨城県,オンライン参拝,奈良薬師寺東関東別院水 雲山潮音寺(慈母観音),震災後も「母と子」を護る慈母観音のお寺,https://www.walkerplus.com/spot/ar0308s30315/    ,巡る,    茨城県潮来市日の出4-7[地図],    【車】東関東自動車道 朝来ICより5分,    8:00～17:00    12月31日8:00～翌1:00,    なし,, 0299-66-0623,
関東,オンライン参拝,本光寺,小さな子連れの参拝にも優しい寺院,https://www.walkerplus.com/spot/ar0312s38469/    ,巡る,    千葉県市川市大野町3-1695-1[地図],    【電車】JR市川大野駅から徒歩3分 【車】京葉道路「市川IC」から約20分・「原木IC」から約15分 / 東京外環自動車道「市川中央IC」・「市川北IC」から約15分,    寺務所 午前9:00〜11:30 / 午後11:30〜16:30    参拝は終日,    4月29日「昭和の日」、5月3日「憲法記念日」、5月4日「みどりの日」、5月5日「こどもの日」、7月23日「海の日」、7月24日「スポーツの日」」,対応可。, 047-337-8324,要予約 予約は公式サイトのみ
千葉県,オンライン参拝,本光寺,小さな子連れの参拝にも優しい寺院,https://www.walkerplus.com/spot/ar0312s38469/    ,巡る,    千葉県市川市大野町3-1695-1[地図],    【電車】JR市川大野駅から徒歩3分 【車】京葉道路「市川IC」から約20分・「原木IC」から約15分 / 東京外環自動車道「市川中央IC」・「市川北IC」から約15分,    寺務所 午前9:00〜11:30 / 午後11:30〜16:30    参拝は終日,    4月29日「昭和の日」、5月3日「憲法記念日」、5月4日「みどりの日」、5月5日「こどもの日」、7月23日「海の日」、7月24日「スポーツの日」」,対応可。, 047-337-8324,要予約 予約は公式サイトのみ
市川大野駅(千葉県),オンライン参拝,本光寺,小さな子連れの参拝にも優しい寺院,https://www.walkerplus.com/spot/ar0312s38469/    ,巡る,    千葉県市川市大野町3-1695-1[地図],    【電車】JR市川大野駅から徒歩3分 【車】京葉道路「市川IC」から約20分・「原木IC」から約15分 / 東京外環自動車道「市川中央IC」・「市川北IC」から約15分,    寺務所 午前9:00〜11:30 / 午後11:30〜16:30    参拝は終日,    4月29日「昭和の日」、5月3日「憲法記念日」、5月4日「みどりの日」、5月5日「こどもの日」、7月23日「海の日」、7月24日「スポーツの日」」,対応可。, 047-337-8324,要予約 予約は公式サイトのみ
九州,テーマパーク・アミューズメントパーク,グラバー園,歴史的に貴重な洋風建築物から成るテーマパーク,https://www.walkerplus.com/spot/ar1042s03690/    ,巡る,    長崎県長崎市南山手町8-1[地図],    【電車】JR長崎駅から路面電車長崎駅前1番系統築町下車、5番系統に乗り継ぎ大浦天主堂下駅下車徒歩7分,    8:00～18:00 最終入場17:40    ※季節により夜間開園を実施　詳細はHP参照,    なし,有料。 入園料 大人620円、高校生(要証明書提示)310円、小・中学生(要証明書提示)180円、未就学児無料, 095-822-8223,
長崎県,テーマパーク・アミューズメントパーク,グラバー園,歴史的に貴重な洋風建築物から成るテーマパーク,https://www.walkerplus.com/spot/ar1042s03690/    ,巡る,    長崎県長崎市南山手町8-1[地図],    【電車】JR長崎駅から路面電車長崎駅前1番系統築町下車、5番系統に乗り継ぎ大浦天主堂下駅下車徒歩7分,    8:00～18:00 最終入場17:40    ※季節により夜間開園を実施　詳細はHP参照,    なし,有料。 入園料 大人620円、高校生(要証明書提示)310円、小・中学生(要証明書提示)180円、未就学児無料, 095-822-8223,
大浦天主堂停留所(長崎県),テーマパーク・アミューズメントパーク,グラバー園,歴史的に貴重な洋風建築物から成るテーマパーク,https://www.walkerplus.com/spot/ar1042s03690/    ,巡る,    長崎県長崎市南山手町8-1[地図],    【電車】JR長崎駅から路面電車長崎駅前1番系統築町下車、5番系統に乗り継ぎ大浦天主堂下駅下車徒歩7分,    8:00～18:00 最終入場17:40    ※季節により夜間開園を実施　詳細はHP参照,    なし,有料。 入園料 大人620円、高校生(要証明書提示)310円、小・中学生(要証明書提示)180円、未就学児無料, 095-822-8223,
石橋停留所(長崎県),テーマパーク・アミューズメントパーク,グラバー園,歴史的に貴重な洋風建築物から成るテーマパーク,https://www.walkerplus.com/spot/ar1042s03690/    ,巡る,    長崎県長崎市南山手町8-1[地図],    【電車】JR長崎駅から路面電車長崎駅前1番系統築町下車、5番系統に乗り継ぎ大浦天主堂下駅下車徒歩7分,    8:00～18:00 最終入場17:40    ※季節により夜間開園を実施　詳細はHP参照,    なし,有料。 入園料 大人620円、高校生(要証明書提示)310円、小・中学生(要証明書提示)180円、未就学児無料, 095-822-8223,
大浦海岸通停留所(長崎県),テーマパーク・アミューズメントパーク,グラバー園,歴史的に貴重な洋風建築物から成るテーマパーク,https://www.walkerplus.com/spot/ar1042s03690/    ,巡る,    長崎県長崎市南山手町8-1[地図],    【電車】JR長崎駅から路面電車長崎駅前1番系統築町下車、5番系統に乗り継ぎ大浦天主堂下駅下車徒歩7分,    8:00～18:00 最終入場17:40    ※季節により夜間開園を実施　詳細はHP参照,    なし,有料。 入園料 大人620円、高校生(要証明書提示)310円、小・中学生(要証明書提示)180円、未就学児無料, 095-822-8223,
